,user,item,rating
126,0,60,5
127,0,61,4
128,0,29,5
129,0,30,5
130,0,14,5
131,0,62,4
132,0,29,5
133,0,30,5
134,0,14,5
135,0,31,5
136,0,32,5
137,0,15,5
138,0,40,5
139,0,33,5
140,0,16,5
141,0,34,5
142,0,35,5
143,0,38,5
144,0,63,3
145,0,64,3
146,0,30,5
147,0,31,5
148,0,15,5
149,0,37,5
150,0,38,5
151,0,62,4
152,0,65,3
153,0,66,3
154,0,28,5
155,0,17,4
156,0,25,5
157,0,26,4
158,0,27,4
159,0,67,4
160,0,20,4
161,0,21,4
162,0,23,4
163,0,24,4
164,0,68,5
165,0,69,5
166,0,52,5
167,0,53,5
168,0,54,5
169,0,55,5
170,0,57,5
171,0,70,5
172,0,58,5
173,0,59,5
174,0,71,5
175,0,60,5
176,0,61,4
177,0,72,5
178,0,29,5
179,0,73,3
180,0,74,4
181,0,75,5
182,0,76,4
183,0,40,5
184,0,77,5
185,0,70,5
186,0,68,5
187,0,78,5
188,0,79,5
189,0,80,5
190,0,81,5
191,0,82,5
192,0,83,3
193,0,84,4
194,0,85,5
195,0,86,4
196,0,87,4
197,0,88,5
198,0,89,4
199,0,90,4
200,0,91,5
201,0,92,4
202,0,80,5
203,0,81,5
204,0,85,5
205,0,82,5
206,0,85,5
207,0,93,5
208,0,94,5
209,0,80,5
210,0,93,5
211,0,80,5
212,0,93,5
213,0,94,5
214,0,80,5
215,0,93,5
216,0,80,5
217,0,93,5
218,0,94,5
219,0,95,5
220,0,96,5
221,0,97,5
222,0,98,5
223,0,99,4
224,0,100,5
225,0,101,5
226,0,102,4
227,0,103,5
228,0,104,5
229,0,105,5
230,0,80,5
231,0,93,5
232,0,106,4
233,0,106,4
234,0,106,4
235,0,63,3
236,0,65,3
237,0,101,5
238,0,102,4
239,0,103,5
240,0,104,5
241,0,105,5
242,0,80,5
243,0,80,5
244,0,96,5
245,0,97,5
246,0,93,5
247,0,93,5
248,0,94,5
249,0,107,4
250,0,108,4
251,0,109,4
252,0,110,2
253,0,111,4
254,0,112,4
255,0,113,2
256,0,114,4
257,0,115,4
258,0,80,5
259,0,100,5
260,0,116,4
261,0,112,4
262,0,114,4
263,0,107,4
264,0,115,4
265,0,80,5
266,0,93,5
267,0,94,5
268,0,95,5
269,0,96,5
270,0,98,5
271,0,99,4
272,0,100,5
273,0,102,4
274,0,103,5
275,0,104,5
276,0,105,5
277,0,107,4
278,0,117,4
279,0,118,4
280,0,118,4
281,0,117,4
282,0,118,4
283,0,119,4
284,0,120,4
285,0,80,5
286,0,93,5
287,0,96,5
288,0,97,5
289,0,99,4
290,0,95,5
291,0,96,5
292,0,97,5
293,0,98,5
294,0,99,4
295,0,100,5
296,0,101,5
297,0,104,5
298,0,80,5
299,0,93,5
300,0,95,5
301,0,98,5
302,0,100,5
303,0,102,4
304,0,93,5
305,0,95,5
306,0,96,5
307,0,98,5
308,0,119,4
309,0,117,4
310,0,119,4
311,0,120,4
312,0,121,2
313,0,122,4
314,0,118,4
315,0,119,4
316,0,123,4
317,0,96,5
318,0,98,5
319,0,122,4
320,0,124,4
321,0,125,4
322,0,126,4
323,0,127,4
324,0,128,5
325,0,129,5
326,0,130,5
327,0,131,5
328,0,132,1
329,0,107,4
330,0,133,4
331,0,125,4
332,0,127,4
333,0,128,5
334,0,134,4
335,0,133,4
336,0,125,4
337,0,133,4
338,0,125,4
339,0,135,4
340,0,127,4
341,0,128,5
342,0,136,5
343,0,118,4
344,0,126,4
345,0,137,4
346,0,138,5
347,0,135,4
348,0,127,4
349,0,139,5
350,0,128,5
351,0,140,4
352,0,141,4
353,0,142,4
354,0,143,3
355,0,144,4
356,0,145,5
357,0,140,4
358,0,146,3
359,0,147,3
360,0,148,5
361,0,133,4
362,0,125,4
363,0,126,4
364,0,137,4
365,0,138,5
366,0,135,4
367,0,127,4
368,0,128,5
369,0,149,5
370,0,150,5
371,0,118,4
372,0,133,4
373,0,125,4
374,0,129,5
375,0,151,5
376,0,149,5
377,0,152,5
378,0,133,4
379,0,107,4
380,0,126,4
381,0,138,5
382,0,127,4
383,0,128,5
384,0,153,5
385,0,136,5
386,0,154,5
387,0,155,5
388,0,133,4
389,0,126,4
390,0,137,4
391,0,138,5
392,0,135,4
393,0,127,4
394,0,128,5
395,0,156,5
396,0,157,5
397,0,154,5
398,0,129,5
399,0,158,5
400,0,159,5
401,0,131,5
402,0,154,5
403,0,155,5
404,0,118,4
405,0,126,4
406,0,137,4
407,0,126,4
408,0,133,4
409,0,129,5
410,0,159,5
411,0,160,5
412,0,149,5
413,0,131,5
414,0,150,5
415,0,161,4
416,0,107,4
417,0,118,4
418,0,133,4
419,0,125,4
420,0,125,4
421,0,133,4
422,0,125,4
423,0,126,4
424,0,137,4
425,0,154,5
426,0,155,5
427,0,129,5
428,0,155,5
429,0,161,4
430,0,118,4
431,0,133,4
432,0,125,4
433,0,126,4
434,0,126,4
435,0,138,5
436,0,137,4
437,0,162,5
438,0,163,5
439,0,162,5
440,0,161,4
441,0,154,5
442,0,155,5
443,0,154,5
444,0,155,5
445,0,154,5
446,0,155,5
447,0,161,4
448,0,107,4
449,0,118,4
450,0,133,4
451,0,125,4
452,0,126,4
453,0,137,4
454,0,138,5
455,0,135,4
456,0,139,5
457,0,128,5
458,0,153,5
459,0,136,5
460,0,157,5
461,0,154,5
462,0,129,5
463,0,158,5
464,0,164,4
465,0,165,4
466,0,164,4
467,0,165,4
468,0,154,5
469,0,155,5
470,0,129,5
471,0,158,5
472,0,159,5
473,0,151,5
474,0,166,4
475,0,167,5
476,0,161,4
477,0,163,5
478,0,163,5
479,0,161,4
480,0,163,5
481,0,107,4
482,0,118,4
483,0,125,4
484,0,127,4
485,0,135,4
486,0,126,4
487,0,139,5
488,0,155,5
489,0,129,5
490,0,154,5
491,0,129,5
492,0,158,5
493,0,155,5
494,0,129,5
495,0,163,5
496,0,161,4
497,0,154,5
498,0,155,5
499,0,155,5
500,0,158,5
501,0,159,5
502,0,151,5
503,0,149,5
504,0,131,5
505,0,130,5
506,0,168,5
507,0,152,5
508,0,166,4
509,0,150,5
510,0,169,5
511,0,107,4
512,0,161,4
513,0,107,4
514,0,118,4
515,0,133,4
516,0,125,4
517,0,126,4
518,0,137,4
519,0,165,4
520,0,106,4
521,0,106,4
522,0,106,4
523,0,106,4
524,0,106,4
525,0,106,4
526,0,154,5
527,0,129,5
528,0,155,5
529,0,158,5
530,0,129,5
531,0,160,5
532,0,151,5
533,0,168,5
534,0,166,4
535,0,1,5
536,0,11,5
537,0,12,5
538,0,3,5
539,0,5,5
540,0,6,4
541,0,7,4
542,0,8,4
543,0,9,5
544,0,9,5
545,0,170,3
546,0,171,4
547,0,10,5
548,0,1,5
549,0,2,5
550,0,11,5
551,0,12,5
552,0,3,5
553,0,5,5
554,0,69,5
555,0,155,5
556,0,172,5
557,0,172,5
558,0,173,4
559,0,154,5
560,0,174,4
561,0,175,4
562,0,176,4
563,0,155,5
564,0,177,4
565,0,178,4
566,0,179,4
567,0,179,4
568,0,154,5
569,0,174,4
570,0,175,4
571,0,174,4
572,0,175,4
573,0,180,4
574,0,173,4
575,0,154,5
576,0,154,5
577,0,85,5
578,0,181,4
579,0,182,4
580,0,183,4
581,0,164,4
582,0,165,4
583,0,184,4
584,0,185,2
585,0,155,5
586,0,177,4
587,0,155,5
588,0,172,5
589,0,173,4
590,0,168,5
591,0,130,5
592,0,152,5
593,0,166,4
594,0,169,5
595,0,163,5
596,0,169,5
597,0,186,5
598,0,163,5
599,0,187,4
600,0,161,4
601,0,133,4
602,0,153,5
603,0,126,4
604,0,159,5
605,0,168,5
606,0,107,4
607,0,118,4
608,0,133,4
609,0,163,5
610,0,163,5
611,0,161,4
612,0,107,4
613,0,154,5
614,0,155,5
615,0,158,5
616,0,159,5
617,0,149,5
618,0,130,5
619,0,166,4
620,0,150,5
621,0,150,5
622,0,169,5
623,0,167,5
624,0,163,5
625,0,161,4
626,0,107,4
627,0,118,4
628,0,133,4
629,0,125,4
630,0,126,4
631,0,137,4
632,0,137,4
633,0,138,5
634,0,135,4
635,0,127,4
636,0,139,5
637,0,128,5
638,0,153,5
639,0,156,5
640,0,136,5
641,0,157,5
642,0,154,5
643,0,155,5
644,0,129,5
645,0,158,5
646,0,159,5
647,0,160,5
648,0,151,5
649,0,149,5
650,0,168,5
651,0,130,5
652,0,152,5
653,0,166,4
654,0,169,5
655,0,145,5
656,0,167,5
657,0,163,5
658,0,161,4
659,0,107,4
660,0,133,4
661,0,118,4
662,0,10,5
663,0,0,5
664,0,1,5
665,0,2,5
666,0,11,5
667,0,12,5
668,0,188,2
669,0,189,4
670,0,190,4
671,0,190,4
672,0,117,4
673,0,166,4
674,0,150,5
675,0,169,5
676,0,145,5
677,0,167,5
678,0,163,5
679,0,161,4
680,0,107,4
681,0,125,4
682,0,138,5
683,0,151,5
684,0,130,5
685,0,131,5
686,0,137,4
687,0,168,5
688,0,126,4
689,0,166,4
690,0,150,5
691,0,169,5
692,0,145,5
693,0,167,5
694,0,107,4
695,0,118,4
696,0,80,5
697,0,93,5
698,0,94,5
699,0,95,5
700,0,68,5
701,0,191,5
702,0,78,5
703,0,68,5
704,0,192,3
705,0,155,5
706,0,172,5
707,0,177,4
708,0,179,4
709,0,154,5
710,0,175,4
711,0,180,4
712,0,172,5
713,0,177,4
714,0,0,5
715,0,2,5
716,0,11,5
717,0,53,5
718,0,54,5
719,0,55,5
720,0,56,5
721,0,52,5
722,0,53,5
723,0,54,5
724,0,56,5
725,0,58,5
726,0,60,5
727,0,78,5
728,0,191,5
729,0,85,5
730,0,86,4
731,0,193,4
732,0,194,4
733,0,88,5
734,0,195,4
735,0,90,4
736,0,196,4
737,0,197,4
738,0,84,4
739,0,198,4
740,0,85,5
741,0,86,4
742,0,199,4
743,0,193,4
744,0,194,4
745,0,88,5
746,0,89,4
747,0,195,4
748,0,200,4
749,0,196,4
750,0,197,4
751,0,84,4
752,0,198,4
753,0,85,5
754,0,199,4
755,0,193,4
756,0,195,4
757,0,200,4
758,0,196,4
759,0,201,4
760,0,84,4
761,0,85,5
762,0,199,4
763,0,193,4
764,0,87,4
765,0,88,5
766,0,89,4
767,0,166,4
768,0,169,5
769,0,145,5
770,0,166,4
771,0,169,5
772,0,202,5
773,0,203,4
774,0,202,5
775,0,166,4
776,0,150,5
777,0,169,5
778,0,150,5
779,0,166,4
780,0,150,5
781,0,145,5
782,0,167,5
783,0,163,5
784,0,204,5
785,0,202,5
786,0,205,5
787,0,206,5
788,0,207,4
789,0,208,4
790,0,209,4
791,0,210,4
792,0,203,4
793,0,211,4
794,0,161,4
795,0,107,4
796,0,163,5
797,0,204,5
798,0,202,5
799,0,205,5
800,0,206,5
801,0,207,4
802,0,207,4
803,0,208,4
804,0,209,4
805,0,210,4
806,0,203,4
807,0,211,4
808,0,118,4
809,0,133,4
810,0,125,4
811,0,138,5
812,0,126,4
813,0,166,4
814,0,169,5
815,0,211,4
816,0,107,4
817,0,136,5
818,0,155,5
819,0,129,5
820,0,158,5
821,0,160,5
822,0,151,5
823,0,149,5
824,0,131,5
825,0,168,5
826,0,152,5
827,0,166,4
828,0,150,5
829,0,169,5
830,0,145,5
831,0,163,5
832,0,204,5
833,0,202,5
834,0,205,5
835,0,206,5
836,0,207,4
837,0,208,4
838,0,209,4
839,0,210,4
840,0,211,4
841,0,161,4
842,0,166,4
843,0,150,5
844,0,169,5
845,0,169,5
846,0,163,5
847,0,202,5
848,0,205,5
849,0,206,5
850,0,207,4
851,0,208,4
852,0,209,4
853,0,210,4
854,0,203,4
855,0,161,4
856,0,157,5
857,0,158,5
858,0,158,5
859,0,168,5
860,0,150,5
861,0,145,5
862,0,204,5
863,0,202,5
864,0,205,5
865,0,206,5
866,0,163,5
867,0,204,5
868,0,202,5
869,0,206,5
870,0,202,5
871,0,204,5
872,0,118,4
873,0,133,4
874,0,137,4
875,0,137,4
876,0,212,4
877,0,213,5
878,0,214,5
879,0,215,4
880,0,216,4
881,0,217,5
882,0,217,5
883,0,218,3
884,0,219,5
885,0,220,5
886,0,221,4
887,0,222,4
888,0,186,5
889,0,163,5
890,0,187,4
891,0,223,4
892,0,224,4
893,0,219,5
894,0,225,4
895,0,220,5
896,0,221,4
897,0,222,4
898,0,226,5
899,0,226,5
900,0,186,5
901,0,163,5
902,0,187,4
903,0,223,4
904,0,226,5
905,0,220,5
906,0,186,5
907,0,224,4
908,0,222,4
909,0,226,5
910,0,219,5
911,0,225,4
912,0,222,4
913,0,226,5
914,0,186,5
915,0,163,5
916,0,162,5
917,0,225,4
918,0,220,5
919,0,227,4
920,0,228,3
921,0,229,4
922,0,230,4
923,0,91,5
924,0,68,5
925,0,79,5
926,0,98,5
927,0,104,5
928,0,105,5
929,0,97,5
930,0,98,5
931,0,101,5
932,0,104,5
933,0,105,5
934,0,93,5
935,0,231,4
936,0,231,4
937,0,231,4
938,0,231,4
939,0,231,4
940,0,231,4
941,0,231,4
942,0,231,4
943,0,231,4
944,0,231,4
945,0,231,4
946,0,107,4
947,0,118,4
948,0,133,4
949,0,137,4
950,0,138,5
951,0,135,4
952,0,127,4
953,0,128,5
954,0,153,5
955,0,156,5
956,0,155,5
957,0,158,5
958,0,151,5
959,0,130,5
960,0,169,5
961,0,145,5
962,0,163,5
963,0,202,5
964,0,205,5
965,0,209,4
966,0,161,4
967,0,133,4
968,0,138,5
969,0,135,4
970,0,127,4
971,0,139,5
972,0,153,5
973,0,156,5
974,0,136,5
975,0,157,5
976,0,154,5
977,0,129,5
978,0,158,5
979,0,129,5
980,0,160,5
981,0,160,5
982,0,151,5
983,0,151,5
984,0,149,5
985,0,131,5
986,0,168,5
987,0,152,5
988,0,166,4
989,0,145,5
990,0,145,5
991,0,167,5
992,0,163,5
993,0,202,5
994,0,205,5
995,0,206,5
996,0,207,4
997,0,208,4
998,0,209,4
999,0,210,4
1000,0,211,4
1001,0,203,4
1002,0,166,4
1003,0,166,4
1004,0,152,5
1005,0,150,5
1006,0,166,4
1007,0,166,4
1008,0,150,5
1009,0,169,5
1010,0,145,5
1011,0,167,5
1012,0,204,5
1013,0,202,5
1014,0,204,5
1015,0,163,5
1016,0,204,5
1017,0,202,5
1018,0,204,5
1019,0,204,5
1020,0,205,5
1021,0,231,4
1022,0,167,5
1023,0,163,5
1024,0,204,5
1025,0,202,5
1026,0,208,4
1027,0,207,4
1028,0,210,4
1029,0,107,4
1030,0,118,4
1031,0,125,4
1032,0,126,4
1033,0,126,4
1034,0,137,4
1035,0,138,5
1036,0,156,5
1037,0,154,5
1038,0,231,4
1039,0,0,5
1040,0,1,5
1041,0,12,5
1042,0,3,5
1043,0,6,4
1044,0,1,5
1045,0,12,5
1046,0,8,4
1047,0,9,5
1048,0,12,5
1049,0,3,5
1050,0,232,4
1051,0,233,4
1052,0,234,4
1053,0,235,2
1054,0,236,2
1055,0,237,4
1056,0,238,2
1057,0,239,2
1058,0,240,2
1059,0,241,2
1060,0,14,5
1061,0,40,5
1062,0,33,5
1063,0,16,5
1064,0,34,5
1065,0,41,5
1066,0,35,5
1067,0,36,5
1068,0,37,5
1069,0,38,5
1070,0,38,5
1071,0,62,4
1072,0,39,5
1073,0,14,5
1074,0,31,5
1075,0,32,5
1076,0,15,5
1077,0,40,5
1078,0,33,5
1079,0,16,5
1080,0,34,5
1081,0,41,5
1082,0,35,5
1083,0,36,5
1084,0,37,5
1085,0,38,5
1086,0,242,4
1087,0,39,5
1088,0,243,5
1089,0,29,5
1090,0,244,4
1091,0,245,4
1092,0,246,5
1093,0,29,5
1094,0,13,5
1095,0,30,5
1096,0,31,5
1097,0,32,5
1098,0,15,5
1099,0,33,5
1100,0,16,5
1101,0,41,5
1102,0,35,5
1103,0,36,5
1104,0,37,5
1105,0,247,1
1106,0,248,3
1107,0,249,1
1108,0,231,4
1109,0,231,4
1110,0,231,4
1111,0,14,5
1112,0,31,5
1113,0,32,5
1114,0,15,5
1115,0,40,5
1116,0,33,5
1117,0,16,5
1118,0,34,5
1119,0,41,5
1120,0,35,5
1121,0,36,5
1122,0,36,5
1123,0,38,5
1124,0,30,5
1125,0,14,5
1126,0,31,5
1127,0,129,5
1128,0,204,5
1129,0,202,5
1130,0,205,5
1131,0,206,5
1132,0,207,4
1133,0,208,4
1134,0,209,4
1135,0,210,4
1136,0,203,4
1137,0,211,4
1138,0,161,4
1139,0,107,4
1140,0,107,4
1141,0,107,4
1142,0,118,4
1143,0,133,4
1144,0,126,4
1145,0,137,4
1146,0,138,5
1147,0,135,4
1148,0,231,4
1149,0,231,4
1150,0,231,4
1151,0,231,4
1152,0,231,4
1153,0,231,4
1154,0,231,4
1155,0,231,4
1156,0,231,4
1157,0,231,4
1158,0,250,4
1159,0,251,4
1160,0,252,4
1161,0,253,4
1162,0,254,2
1163,0,255,5
1164,0,256,4
1165,0,257,5
1166,0,231,4
1167,0,166,4
1168,0,150,5
1169,0,169,5
1170,0,145,5
1171,0,167,5
1172,0,163,5
1173,0,204,5
1174,0,205,5
1175,0,258,4
1176,0,257,5
1177,0,259,2
1178,0,260,4
1179,0,157,5
1180,0,261,4
1181,0,262,4
1182,0,263,4
1183,0,264,4
1184,0,265,4
1185,0,266,4
1186,0,267,4
1187,0,268,4
1188,0,269,4
1189,0,264,4
1190,0,270,4
1191,0,271,4
1192,0,204,5
1193,0,210,4
1194,0,204,5
1195,0,202,5
1196,0,207,4
1197,0,272,4
1198,0,264,4
1199,0,273,4
1200,0,270,4
1201,0,274,4
1202,0,231,4
1203,0,118,4
1204,0,133,4
1205,0,125,4
1206,0,138,5
1207,0,155,5
1208,0,160,5
1209,0,151,5
1210,0,149,5
1211,0,168,5
1212,0,152,5
1213,0,169,5
1214,0,167,5
1215,0,163,5
1216,0,204,5
1217,0,205,5
1218,0,206,5
1219,0,205,5
1220,0,206,5
1221,0,207,4
1222,0,208,4
1223,0,209,4
1224,0,210,4
1225,0,203,4
1226,0,275,2
1227,0,276,4
1228,0,277,4
1229,0,278,4
1230,0,279,4
1231,0,280,5
1232,0,281,5
1233,0,282,5
1234,0,283,3
1235,0,284,4
1236,0,285,4
1237,0,280,5
1238,0,282,5
1239,0,285,4
1240,0,279,4
1241,0,281,5
1242,0,281,5
1243,0,282,5
1244,0,261,4
1245,0,212,4
1246,0,286,5
1247,0,213,5
1248,0,287,4
1249,0,288,1
1250,0,289,4
1251,0,290,1
1252,0,291,4
1253,0,292,4
1254,0,293,3
1255,0,294,3
1256,0,295,4
1257,0,296,3
1258,0,297,3
1259,0,298,4
1260,0,299,3
1261,0,300,5
1262,0,301,5
1263,0,302,4
1264,0,303,3
1265,0,304,3
1266,0,286,5
1267,0,305,4
1268,0,306,4
1269,0,307,4
1270,0,308,3
1271,0,309,3
1272,0,310,3
1273,0,311,3
1274,0,312,4
1275,0,313,3
1276,0,314,4
1277,0,212,4
1278,0,286,5
1279,0,216,4
1280,0,215,4
1281,0,217,5
1282,0,217,5
1283,0,213,5
1284,0,214,5
1285,0,315,4
1286,0,316,5
1287,0,317,5
1288,0,318,5
1289,0,319,3
1290,0,320,4
1291,0,321,4
1292,0,322,4
1293,0,323,4
1294,0,314,4
1295,0,324,3
1296,0,325,4
1297,0,325,4
1298,0,325,4
1299,0,326,3
1300,0,327,3
1301,0,328,4
1302,0,329,4
1303,0,330,1
1304,0,331,1
1305,0,183,3
1306,0,332,1
1307,0,333,3
1308,0,324,3
1309,0,325,4
1310,0,314,4
1311,0,334,1
1312,0,335,3
1313,0,336,3
1314,0,337,1
1315,0,314,4
1316,0,323,4
1317,0,338,5
1318,0,161,4
1319,0,107,4
1320,0,118,4
1321,0,133,4
1322,0,125,4
1323,0,126,4
1324,0,138,5
1325,0,135,4
1326,0,127,4
1327,0,156,5
1328,0,157,5
1329,0,154,5
1330,0,159,5
1331,0,159,5
1332,0,151,5
1333,0,149,5
1334,0,131,5
1335,0,168,5
1336,0,130,5
1337,0,207,4
1338,0,207,4
1339,0,203,4
1340,0,211,4
1341,0,339,4
1342,0,317,5
1343,0,340,5
1344,0,341,4
1345,0,342,4
1346,0,343,4
1347,0,344,4
1348,0,345,4
1349,0,346,4
1350,0,347,4
1351,0,348,4
1352,0,349,4
1353,0,45,5
1354,0,350,4
1355,0,351,4
1356,0,69,5
1357,0,352,5
1358,0,79,5
1359,0,353,4
1360,0,91,5
1361,0,354,4
1362,0,355,3
1363,0,47,5
1364,0,46,5
1365,0,45,5
1366,0,47,5
1367,0,48,5
1368,0,356,5
1369,0,356,5
1370,0,49,5
1371,0,50,5
1372,0,357,4
1373,0,358,4
1374,0,42,5
1375,0,352,5
1376,0,359,5
1377,0,360,4
1378,0,45,5
1379,0,47,5
1380,0,48,5
1381,0,361,4
1382,0,45,5
1383,0,46,5
1384,0,47,5
1385,0,48,5
1386,0,356,5
1387,0,49,5
1388,0,50,5
1389,0,51,4
1390,0,357,4
1391,0,358,4
1392,0,42,5
1393,0,352,5
1394,0,43,4
1395,0,360,4
1396,0,44,4
1397,0,45,5
1398,0,47,5
1399,0,46,5
1400,0,48,5
1401,0,356,5
1402,0,49,5
1403,0,341,4
1404,0,342,4
1405,0,362,4
1406,0,363,4
1407,0,314,4
1408,0,323,4
1409,0,329,4
1410,0,328,4
1411,0,316,5
1412,0,364,4
1413,0,365,5
1414,0,231,4
1415,0,231,4
1416,0,231,4
1417,0,231,4
1418,0,323,4
1419,0,338,5
1420,0,366,3
1421,0,367,3
1422,0,328,4
1423,0,315,4
1424,0,316,5
1425,0,368,3
1426,0,231,4
1427,0,66,3
1428,0,252,4
1429,0,369,4
1430,0,370,4
1431,0,371,2
1432,0,372,4
1433,0,373,4
1434,0,374,5
1435,0,375,5
1436,0,376,1
1437,0,377,4
1438,0,314,4
1439,0,338,5
1440,0,378,5
1441,0,379,5
1442,0,380,5
1443,0,381,4
1444,0,315,4
1445,0,316,5
1446,0,317,5
1447,0,368,3
1448,0,382,3
1449,0,364,4
1450,0,365,5
1451,0,383,4
1452,0,318,5
1453,0,319,3
1454,0,384,1
1455,0,385,4
1456,0,386,4
1457,0,387,3
1458,0,388,3
1459,0,292,4
1460,0,294,3
1461,0,295,4
1462,0,296,3
1463,0,299,3
1464,0,298,4
1465,0,389,4
1466,0,300,5
1467,0,390,3
1468,0,304,3
1469,0,301,5
1470,0,303,3
1471,0,391,3
1472,0,286,5
1473,0,305,4
1474,0,306,4
1475,0,307,4
1476,0,308,3
1477,0,309,3
1478,0,310,3
1479,0,392,2
1480,0,311,3
1481,0,313,3
1482,0,393,3
1483,0,394,1
1484,0,395,3
1485,0,396,4
1486,0,397,3
1487,0,398,4
1488,0,399,1
1489,0,400,3
1490,0,401,1
1491,0,402,4
1492,0,403,3
1493,0,404,4
1494,0,405,4
1495,0,406,1
1496,0,407,3
1497,0,408,3
1498,0,409,1
1499,0,410,1
1500,0,323,4
1501,0,338,5
1502,0,411,4
1503,0,262,4
1504,0,272,4
1505,0,265,4
1506,0,266,4
1507,0,412,4
1508,0,271,4
1509,0,267,4
1510,0,413,4
1511,0,269,4
1512,0,262,4
1513,0,265,4
1514,0,270,4
1515,0,414,4
1516,0,276,4
1517,0,277,4
1518,0,154,5
1519,0,129,5
1520,0,158,5
1521,0,91,5
1522,0,68,5
1523,0,191,5
1524,0,79,5
1525,0,80,5
1526,0,78,5
1527,0,191,5
1528,0,79,5
1529,0,323,4
1530,0,415,3
1531,0,365,5
1532,0,383,4
1533,0,318,5
1534,0,321,4
1535,0,322,4
1536,0,395,3
1537,0,416,3
1538,0,388,3
1539,0,214,5
1540,0,287,4
1541,0,214,5
1542,0,291,4
1543,0,292,4
1544,0,295,4
1545,0,296,3
1546,0,297,3
1547,0,298,4
1548,0,299,3
1549,0,390,3
1550,0,300,5
1551,0,301,5
1552,0,391,3
1553,0,286,5
1554,0,417,4
1555,0,306,4
1556,0,418,4
1557,0,68,5
1558,0,78,5
1559,0,407,3
1560,0,28,5
1561,0,281,5
1562,0,215,4
1563,0,215,4
1564,0,419,3
1565,0,279,4
1566,0,281,5
1567,0,280,5
1568,0,280,5
1569,0,281,5
1570,0,280,5
1571,0,280,5
1572,0,281,5
1573,0,420,3
1574,0,282,5
1575,0,285,4
1576,0,421,3
1577,0,270,4
1578,0,412,4
1579,0,271,4
1580,0,413,4
1581,0,422,4
1582,0,268,4
1583,0,423,2
1584,0,338,5
1585,0,411,4
1586,0,366,3
1587,0,415,3
1588,0,367,3
1589,0,328,4
1590,0,316,5
1591,0,317,5
1592,0,368,3
1593,0,382,3
1594,0,365,5
1595,0,383,4
1596,0,424,3
1597,0,395,3
1598,0,425,4
1599,0,426,3
1600,0,427,4
1601,0,428,4
1602,0,361,4
1603,0,366,3
1604,0,415,3
1605,0,367,3
1606,0,328,4
1607,0,68,5
1608,0,78,5
1609,0,191,5
1610,0,79,5
1611,0,92,4
1612,0,80,5
1613,0,81,5
1614,0,429,5
1615,0,430,4
1616,0,286,5
1617,0,431,4
1618,0,213,5
1619,0,432,2
1620,0,433,4
1621,0,434,3
1622,0,435,4
1623,0,436,4
1624,0,436,4
1625,0,437,3
1626,0,214,5
1627,0,214,5
1628,0,438,4
1629,0,439,4
1630,0,440,4
1631,0,441,4
1632,0,442,4
1633,0,443,3
1634,0,444,4
1635,0,445,1
1636,0,446,3
1637,0,447,1
1638,0,448,3
1639,0,449,4
1640,0,450,4
1641,0,451,3
1642,0,452,4
1643,0,453,4
1644,0,454,4
1645,0,455,4
1646,0,456,4
1647,0,457,3
1648,0,458,4
1649,0,429,5
1650,0,361,4
1651,0,231,4
1652,0,231,4
1653,0,231,4
1654,0,429,5
1655,0,429,5
1656,0,459,5
1657,0,460,4
1658,0,461,4
1659,0,462,4
1660,0,463,4
1661,0,231,4
1662,0,429,5
1663,0,459,5
